sentence,q1,q2,q3,q4,img_file
two teams of women are playing volleyball .,indoors,man-made,recreation,NA,7700080810.jpg
two teams competing in the olympics .,indoors,man-made,recreation,NA,7700080810.jpg
"two boys , one wearing a blue shirt and the other has no shirt , sitting on a shoreline paying with water .",outdoors,natural,NA,body_of_water,7701812766.jpg
two children on a beach are playing in the sand as the tide comes in .,outdoors,natural,NA,body_of_water,7701812766.jpg
two young boys play near in the sand near the water on the beach .,outdoors,natural,NA,body_of_water,7701812766.jpg
two young boys are playing in the sand near the ocean .,outdoors,natural,NA,body_of_water,7701812766.jpg
two boys playing together in a muddy pool of water .,outdoors,natural,NA,body_of_water,7701812766.jpg
a petite woman in an apron smiles as she looks down at her turned over pan on a grill .,indoors,man-made,domestic,NA,7702108102.jpg
a woman wearing an apron and plastic gloves is lifting the lid off of a baked good .,indoors,man-made,domestic,NA,7702108102.jpg
a woman in a striped shirt and an apron preparing baked cakes .,indoors,man-made,domestic,NA,7702108102.jpg
a woman wearing an apron is baking a cake .,indoors,man-made,domestic,NA,7702108102.jpg
a lady cooking a cake for her family .,indoors,man-made,domestic,NA,7702108102.jpg
<number> army men in black running outfit are ahead in the track race against <number> runners in blue running outfit and running by army men doing push up and the army leaders watching .,outdoors,man-made,recreation,NA,7705160728.jpg
a group of men in camouflage uniforms do push-ups on an athletic field while runners in black and blue tank tops and shorts traverse the track behind them .,outdoors,man-made,recreation,NA,7705160728.jpg
men in black and blue run in the background as soldier do push ups in the foreground .,outdoors,man-made,recreation,NA,7705160728.jpg
a group of men in running gear jogs past a group of men in fatigues doing push-ups .,outdoors,man-made,recreation,NA,7705160728.jpg
a football team is doing push ups while others are running past them .,outdoors,man-made,recreation,NA,7705160728.jpg
a soccer player has just shot a penalty kick which the goalkeeper attempts to save it from going in .,outdoors,man-made,recreation,NA,7713053118.jpg
a goalie wearing a blue uniform attempting to stop a ball kicked by a man in a blue uniform .,outdoors,man-made,recreation,NA,7713053118.jpg
a goalie dressed in yellow blocks a ball kicked by a man dress in white and blue .,outdoors,man-made,recreation,NA,7713053118.jpg
a goalie diving for a soccer ball on a soccer field while the kicker watches .,outdoors,man-made,recreation,NA,7713053118.jpg
a goalie in yellow diving in front of a ball coming towards his goal .,outdoors,man-made,recreation,NA,7713053118.jpg
"these two people in hats are standing on rocky terrain , with their arms around each other .",outdoors,natural,NA,mountain,771366843.jpg
two men posing for a piece in front of snowcapped mountains .,outdoors,natural,NA,mountain,771366843.jpg
two men pose on a rocky area in front of a snowy mountain .,outdoors,natural,NA,mountain,771366843.jpg
two men are standing in front of a snowcapped mountain .,outdoors,natural,NA,mountain,771366843.jpg
the men are in a rocky mountain area .,outdoors,natural,NA,mountain,771366843.jpg
a man wearing white shorts and no shirt is performing tricks on his bike in a skate park .,outdoors,man-made,recreation,NA,7714755346.jpg
the guy with the jean shorts is at the skate park doing tricks on his bike .,outdoors,man-made,recreation,NA,7714755346.jpg
"on a gorges sunny day , young man doing a trick on a bmx bike .",outdoors,man-made,recreation,NA,7714755346.jpg
a teen performing a bike trick at a skate park .,outdoors,man-made,recreation,NA,7714755346.jpg
a young man with no shirt on is riding a bike .,outdoors,man-made,recreation,NA,7714755346.jpg
a man wearing a green shirt and red shorts is racing against a man wearing a blue shirt and yellow sneakers .,outdoors,man-made,recreation,NA,7716881926.jpg
a runner in green shoes takes the lead in a race against a runner in red shorts .,outdoors,man-made,recreation,NA,7716881926.jpg
two runners are separated by two strides in a major race .,outdoors,man-made,recreation,NA,7716881926.jpg
two african american men competitively racing on a track,outdoors,man-made,recreation,NA,7716881926.jpg
two men competing in a track competition .,outdoors,man-made,recreation,NA,7716881926.jpg
a male wearing a green button up shirt is riding a bull at a rodeo .,outdoors,man-made,recreation,NA,7718279890.jpg
a man is riding a horse while the horse in bucking .,outdoors,man-made,recreation,NA,7718279890.jpg
a man is riding a bucking horse in a rodeo arena .,outdoors,man-made,recreation,NA,7718279890.jpg
a man is riding a bucking horse in an event .,outdoors,man-made,recreation,NA,7718279890.jpg
a dark-haired main on a bucking bronco .,outdoors,man-made,recreation,NA,7718279890.jpg
one person in the foreground and two in the background kiteboarding on a calm day with mountains in the background .,outdoors,natural,NA,body_of_water,7723147862.jpg
"kite surfers are surfing in a shipping harbor on a clear windy day , in the background is a snowcapped mountain .",outdoors,natural,NA,body_of_water,7723147862.jpg
kite boarding in the sunlight with majestic mountains and snow covered peaks as the backdrop .,outdoors,natural,NA,body_of_water,7723147862.jpg
a man is parasailing with mountains in the background .,outdoors,natural,NA,body_of_water,7723147862.jpg
people on a lake kite surfing .,outdoors,natural,NA,body_of_water,7723147862.jpg
"a dirt bike rider takes a turn wearing his uniform and helmet and riding a bike marked "" <number> "" .",outdoors,man-made,recreation,NA,7724666074.jpg
a man with a number one on his dirt-bike rides around the track .,outdoors,man-made,recreation,NA,7724666074.jpg
a professional dirt bike rider is riding a lap around a track .,outdoors,man-made,recreation,NA,7724666074.jpg
a person is riding a colorful dirt bike on dirt hills .,outdoors,man-made,recreation,NA,7724666074.jpg
a man is riding a dirt bike on a steep tilt .,outdoors,man-made,recreation,NA,7724666074.jpg
"four women playing volleyball , <number> on each side of net with a banner on the wall behind them that reads "" london <number> "" .",outdoors,man-made,recreation,NA,7725133284.jpg
four women are playing beach volleyball with an ad for london <number> in the background .,outdoors,man-made,recreation,NA,7725133284.jpg
four women 's volleyball players competing in the london <number> olympics .,outdoors,man-made,recreation,NA,7725133284.jpg
four female athletes play beach volleyball at the london <number> olympics .,outdoors,man-made,recreation,NA,7725133284.jpg
the girls are getting the volleyball over the net to make a score .,outdoors,man-made,recreation,NA,7725133284.jpg
a surfer just about to catch a long smooth wave on an orange surfboard .,outdoors,natural,NA,body_of_water,7725290846.jpg
a surfer on a surfboard getting ready to catch a wave .,outdoors,natural,NA,body_of_water,7725290846.jpg
a surfer rides his surfboard at the start of a wave .,outdoors,natural,NA,body_of_water,7725290846.jpg
a surfer is braving the waves on a sunny day .,outdoors,natural,NA,body_of_water,7725290846.jpg
a surfer rides a wave to shore .,outdoors,natural,NA,body_of_water,7725290846.jpg
a girl dives to hit a volleyball over a net while another moves into position to intercept .,outdoors,man-made,recreation,NA,7732302510.jpg
italian beach woman volleyball team playing team usa during london olympics <number>,outdoors,man-made,recreation,NA,7732302510.jpg
a woman playing volleyball in the middle of hitting the volleyball .,outdoors,man-made,recreation,NA,7732302510.jpg
two woman play volleyball at the beach .,outdoors,man-made,recreation,NA,7732302510.jpg
some women are playing beach volleyball,outdoors,man-made,recreation,NA,7732302510.jpg
"a woman in an american military uniform sits at a table and writes the words "" sad , "" "" depressed , "" and "" hatred "" on a large sheet of white paper .",indoors,man-made,work_education,NA,7735272386.jpg
a woman in a us military uniform is writing on a large piece of white paper with a black magic marker while others are sitting at tables around her .,indoors,man-made,work_education,NA,7735272386.jpg
a female soldier is sitting in what appears to be a classroom while she writes on a large piece of paper with a marker .,indoors,man-made,work_education,NA,7735272386.jpg
"at a table with her colleagues , a woman in a u.s. army uniform fills in a chart .",indoors,man-made,work_education,NA,7735272386.jpg
united states military personnel working on a group project .,indoors,man-made,work_education,NA,7735272386.jpg
a dark-skinned woman running with a javelin in her hand on a burnt orange surface preparing to throw it .,outdoors,man-made,recreation,NA,7740831042.jpg
an athlete sprints down a runway in preparation for hurling a javelin in track and field .,outdoors,man-made,recreation,NA,7740831042.jpg
"a javelin thrower running , caught in midair against the dark-orange track .",outdoors,man-made,recreation,NA,7740831042.jpg
woman running down a center white line holding a javelin .,outdoors,man-made,recreation,NA,7740831042.jpg
a female javelin thrower runs with spear in hand .,outdoors,man-made,recreation,NA,7740831042.jpg
a man is skimming on a board where the waves hit the sand along the edge of the water .,outdoors,natural,NA,body_of_water,7742485062.jpg
a waveboarder skims through the surf at sunset .,outdoors,natural,NA,body_of_water,7742485062.jpg
man wades in the waves and surf on the beach .,outdoors,natural,NA,body_of_water,7742485062.jpg
a man riding on a boogie board on the beach .,outdoors,natural,NA,body_of_water,7742485062.jpg
a man is skim boarding on the shore .,outdoors,natural,NA,body_of_water,7742485062.jpg
"a male volleyball player in red attempts a hit against two blockers in blue and white , during an olympic indoor volleyball match .",indoors,man-made,recreation,NA,7754828606.jpg
a man about to spike a volleyball against an opposing team in the olympics .,indoors,man-made,recreation,NA,7754828606.jpg
a man with muscular legs is hitting a volleyball over a net .,indoors,man-made,recreation,NA,7754828606.jpg
the man leaps above the other team to spike the ball .,indoors,man-made,recreation,NA,7754828606.jpg
men are playing volleyball in the olympics .,indoors,man-made,recreation,NA,7754828606.jpg
a motocross racer in a green and black jumpsuit rides his dirt bike down the dirt road .,outdoors,man-made,recreation,NA,7760220072.jpg
