Original Sentence,Processed Sentence
"['A woman with a worried look on her face, holding the baby, in shorts and a blue tank top, sat on a bench.']",['A faceless woman with a baby holding her shorts and a blue tank top sat down.']
"['or a wide high set of white stairs outside, or speaking, or standing, or sitting with several people.']","['or a wide high set of white stairs, or speeches by several people, or standing or sitting.']"
"['A man in blue shirt and black hat stood near an outside stand full of open dolls, scarfs and hats.']",['A man stood with a blue shirt and black hat.']
"['A more old man in a purple shirt sat on a bench, feet down.']","['The more man, in a purple shirt, sat on his feet.']"
skip_because_no_change,skip
skip_because_no_change,skip
"['And as the man approached the intersection, he rode a bicycle in dark pants and blue shirt.']",['And a man in dark pants and blue shirt approached with a bicycle.']
['A blond woman in a white purse walks in the front window.'],['A blond woman walking in a white purse.']
"['The lady with pink shirt led the four adults up a set of stairs outside, followed by a little blond girl.']","['The lady with pink shirt led the four adults up a set of stairs, a little blond girl.']"
"['Under the colorful stage light, a band performed, singing with bassists while drummers and guitarists played on a microphone.']",['The band performed with bassists singing while drummers and guitarists played on the microphone.']
['The group of 8 dancers dressed in pants and casual shirts saw the male jump in midair.'],['The group of 8 dancers dressed in pants and casual shirts saw the male jump in midair.']
skip_because_no_change,skip
skip_because_no_change,skip
['A man in white shirt bought some items while standing near a baby stroller with a friend who had a person and a woman with a friend who had a person while people and the woman who had a friend sat near the baby stroller.'],['People and a woman with whom they have a friend bought some items while standing.']
['There is a very busy market street where lots of people look at different things.'],"[""It's a very busy market street.""]"
"['A large group of children, women and men gathered on the lawn for a concert.']","['A large group of children, women and men gathered for the concert.']"
['A gray suit-wearing briefcase man walked down a stone corridor.'],['A gray suit-wearing briefcase man walked down a stone corridor.']
['A fat man on his motorcycle listening to headphones.'],"['A fat man on a motorcycle listening to his headphone, sitting on his back.']"
skip_because_no_change,skip
['A man in a black and red shirt took a photo next to a lion statue.'],['A man in a black and red shirt took the photo.']
"[""A full-haired man in shoes, black dress slacks, shirts and backpack walked out of a gentleman's dolls club.""]","[""A full-haired man in shoes, black dress slacks, shirts and backpack walked out of a gentleman's dolls club.""]"
['A young girl with a long blond stood on the field holding a big yellow and white ball.'],['A young girl with long blondes stood holding a big yellow and white ball.']
['One kid in a white outfit held his cellphone and turned around to one girl with straws and a dark white white top and shorts.'],"['As the kids walked through the streets, one cellphone held by one kid, and one turned around to the other, had girl with straw and white, dark, white, and short.']"
"['And the male leans against a white box and looks down at the phone, with black slacks and a brown leather jacket.']","['And the male leans down and looks down at the phone, with black slacks and a brown leather jacket.']"
skip_because_no_change,skip
"['When a bus passes by beside the road, it is on the side of the street where farmers sell fruit.']",['When a bus passed by a fruit market on the side of the street.']
"['The cat was sitting behind the people in all white, but the cat was sitting behind them.']",['But people in all whites are sitting.']
"['On an orange sidewalk, a vest man played guitar, while others walked down.']",['And the vest man sang as the others walked down and played guitar.']
skip_because_no_change,skip
['One young man in a white t-shirt took a photograph of the other man in a baseball cap on a wall in front of a water body.'],['One young man in a white t-shirt took photos of the other in a baseball cap.']
"['The man with a pant, plaid t-shirt, long black beard and black cap looked over at the water.']","['The man with the water looked over his pants, plaid t-shirt, long black beard and black cap.']"
skip_because_no_change,skip
['A man with a beard outside at the event looking at a camera with long lenses sitting beside audio mixing equipment.'],['A man with a beard sitting on his back.']
['The shirtless boy with short eyes was wet in the shallow pool where the other two stood in the water.'],['The shirtless boy with short eyes was wet in the shallow pool where the other two stood in the water.']
